Outlet,Figure,Sentiment,Date,Sentiment_Numeric,Weighted_Mean
CNN,Biden,Positive,march_8,1.0,0.1935483870967742
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
CNN,Trump,Negative,march_8,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_8,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
CNN,Trump,Negative,march_8,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
CNN,Trump,Negative,march_8,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_8,0.0,-0.39896373056994816
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Positive,march_8,1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Positive,march_8,1.0,-0.6064139941690962
FOX,Biden,Positive,march_8,1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_8,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_8,0.0,-0.6064139941690962
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Positive,march_8,1.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Positive,march_8,1.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_8,0.0,-0.06451612903225806
FOX,Trump,Positive,march_8,1.0,-0.06451612903225806
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Neutral,march_8,0.0,0.38235294117647056
NBC,Biden,Negative,march_8,-1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Biden,Positive,march_8,1.0,0.38235294117647056
NBC,Trump,Neutral,march_8,0.0,-0.2328767123287671
NBC,Trump,Negative,march_8,-1.0,-0.2328767123287671
NBC,Trump,Neutral,march_8,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_8,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_8,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_8,0.0,-0.2328767123287671
NBC,Trump,Positive,march_8,1.0,-0.2328767123287671
